VERIFICADO LT;ESTIMADO LT;CONFIGURADOR LT;VERIFICADO TR;ESTIMADO TR;CONFIGURADOR TR;VERIFICADO USINA;ESTIMADO USINA;VERIFICADO UG;ESTIMADO UG;CONFIGURADOR UG;VERIFICADO COMP;ESTIMADO COMP;CONFIGURADOR COMP;VERIFICADO BARRA;ESTIMADO BARRA;CONFIGURADOR BARRA;VERIFICADO UFE;ESTIMADO UFE;VERIFICADO CALC;DIGITAIS;PDP USINA;PDP CARGA
MSANA_230_LTMSDOU_1_MVAR.v;MSANA_230_LTMSDOU_1_MVAR.e;MSCER_138_LTMSMAR_1.c;MSBAV_138_CATR1_MW.v;MSBAV_138_CATR1_MW.e;MSCGL_138_CATR2.c;MSUTWI_GE_TOT_MW.v;MSUTWI_GE_TOT_MW.e;MSUAMA_13P8_UG1_KV.v;MSUAMA_13P8_UG1_KV.e;MSVIAL_13P8_UG3.c;;;;MSCGM_138_BAB1_KV.v;MSCGM_138_BAB1_KV.e;MSCGJ_138_BABP.c;ACO_S_CJU_RSACA_MVAR.v;ACO_S_CJU_RSACA_MVAR.e;RTN_FLN_DIN_ANA033.v;PRSDI_138_DJ5223_S.s;RPDP.Geracao.AM.MAUA 4;RPDP.Carga.BRASYMPE
MSANA_230_LTMSDOU_1_MW.v;MSANA_230_LTMSDOU_1_MW.e;MSCGA_138_LTMSCGP_1.c;MSCAM_138_CATR1_MVAR.v;MSCAM_138_CATR1_MVAR.e;MSCGM_138_CATR1.c;MSVIAL_GE_TOT_GDS.v;MSVIAL_GE_TOT_GDS.e;MSUAMA_13P8_UG1_MVAR.v;MSUAMA_13P8_UG1_MVAR.e;PRARC_18P0_UG1.c;;;;MSCGP_138_BAB1_KV.v;MSCGP_138_BAB1_KV.e;MSCGJ_138_BABT.c;ACO_S_CJU_RSACA_MW.v;ACO_S_CJU_RSACA_MW.e;RTN_FLN_DIN_ANA034.v;PRSDI_138_DJ52250_S.s;RPDP.Geracao.AM.MAUA 5A;RPDP.Carga.BREITENER
MSANA_230_LTMSSIA2_1_AMP.v;MSANA_230_LTMSSIA2_1_AMP.e;MSCGB_138_LTMSCGC_1.c;MSCAM_138_CATR1_MW.v;MSCAM_138_CATR1_MW.e;MSCGM_138_CATR2.c;MSVIAL_GE_TOT_MW.v;MSVIAL_GE_TOT_MW.e;MSUAMA_13P8_UG1_MW.v;MSUAMA_13P8_UG1_MW.e;PRARC_18P0_UG2.c;;;;MSCGR_138_BAA_HZ.v;MSCGR_138_BAA_HZ.e;MSCGL_138_BAB1.c;ACO_S_CJU_RSCCH_GDS.v;ACO_S_CJU_RSCCH_GDS.e;RTN_FLN_DIN_ANA035.v;PRSDI_138_DJ5264_S.s;RPDP.Geracao.AM.MAUA 5B;RPDP.Carga.CAIUA
MSANA_230_LTMSSIA2_1_KV.v;MSANA_230_LTMSSIA2_1_KV.e;MSCGC_138_LTMSCGJ_1.c;MSCAO_138_TR5_S_AMP.v;MSCAO_138_TR5_S_AMP.e;MSCGM_138_CATR3.c;PRARC_GE_TOT_GDS.v;PRARC_GE_TOT_GDS.e;MSUAMA_13P8_UG2_GDS.v;MSUAMA_13P8_UG2_GDS.e;PRARC_18P0_UG3.c;;;;MSCGR_138_BAA_KV.v;MSCGR_138_BAA_KV.e;MSCGL_138_BAB2.c;ACO_S_CJU_RSCCH_MVAR.v;ACO_S_CJU_RSCCH_MVAR.e;RTN_FLN_DIN_ANA036.v;PRSDI_138_DJ5266_S.s;RPDP.Geracao.AM.MAUA 6;RPDP.Carga.CAMACARI MI
MSANA_230_LTMSSIA2_1_MVAR.v;MSANA_230_LTMSSIA2_1_MVAR.e;MSCGD_138_LTMSCGI_1.c;MSCAO_138_TR5_S_KV.v;MSCAO_138_TR5_S_KV.e;MSCGP_138_CATR1.c;PRARC_GE_TOT_MVAR.v;PRARC_GE_TOT_MVAR.e;MSUAMA_13P8_UG2_KV.v;MSUAMA_13P8_UG2_KV.e;PRBBOG_13P8_UG1.c;;;;MSCGR_138_BAB_HZ.v;MSCGR_138_BAB_HZ.e;MSCGM_138_BAB1.c;ACO_S_CJU_RSCCH_MW.v;ACO_S_CJU_RSCCH_MW.e;RTN_FLN_DIN_ANA037.v;PRSDI_230_DJ5204_S.s;RPDP.Geracao.AM.MAUA 7;RPDP.Carga.CAMACARI PI
MSANA_230_LTMSSIA2_1_MW.v;MSANA_230_LTMSSIA2_1_MW.e;MSCGD_138_LTMSCGJ_1.c;MSCAO_138_TR5_S_MVAR.v;MSCAO_138_TR5_S_MVAR.e;MSCGP_138_CATR2.c;PRARC_GE_TOT_MW.v;PRARC_GE_TOT_MW.e;MSUAMA_13P8_UG2_MVAR.v;MSUAMA_13P8_UG2_MVAR.e;PRBBOG_13P8_UG2.c;;;;MSCGR_138_BAB_KV.v;MSCGR_138_BAB_KV.e;MSCGM_138_BAB2.c;ACO_S_CJU_RSCNG_GDS.v;ACO_S_CJU_RSCNG_GDS.e;RTN_FLN_DIN_ANA038.v;PRSDI_230_DJ5206_S.s;RPDP.Geracao.AM.MAUA BLOCO 3;RPDP.Carga.CANDEIAS
MSAQU_138_LTMSANA_1_AMP.v;MSAQU_138_LTMSANA_1_AMP.e;MSCGE_138_LTMSCGB_1.c;MSCAO_138_TR5_S_MW.v;MSCAO_138_TR5_S_MW.e;MSCGS_138_CATR1.c;PRBBOG_GE_TOT_GDS.v;PRBBOG_GE_TOT_GDS.e;MSUAMA_13P8_UG2_MW.v;MSUAMA_13P8_UG2_MW.e;PRBBOG_UG1.c;;;;MSCGS_138_BA7B1_KV.v;MSCGS_138_BA7B1_KV.e;MSCGP_138_BAB1.c;ACO_S_CJU_RSCNG_MVAR.v;ACO_S_CJU_RSCNG_MVAR.e;RTN_FLN_DIN_ANA039.v;PRSDI_230_DJ5207_S.s;RPDP.Geracao.AM.SAO JOSE;RPDP.Carga.CANDONGA
MSAQU_138_LTMSANA_1_KV.v;MSAQU_138_LTMSANA_1_KV.e;MSCGE_138_LTMSCGJ_1.c;MSCAO_138_TR6_S_AMP.v;MSCAO_138_TR6_S_AMP.e;MSCGS_138_CATR2.c;PRBBOG_GE_TOT_MVAR.v;PRBBOG_GE_TOT_MVAR.e;MSUHSD_13P8_UG1_AF_RSVGIR_MW.V;MSUHSD_13P8_UG1_AF_RSVGIR_MW.e;PRBBOG_UG2.c;;;;MSCGT_138_BA1_KV.v;MSCGT_138_BA1_KV.e;MSCGR_138_BAA.c;ACO_S_CJU_RSCNG_MW.v;ACO_S_CJU_RSCNG_MW.e;RTN_FLN_DIN_ANA040.v;PRSDI_230_DJ52154_S.s;RPDP.Geracao.AR.CJJCAMARA3_ ATLANTIC;RPDP.Carga.CANOA QUEBRADA
MSAQU_138_LTMSANA_1_MVAR.v;MSAQU_138_LTMSANA_1_MVAR.e;MSCGI_138_LTMSCGA_1.c;MSCAO_138_TR6_S_KV.v;MSCAO_138_TR6_S_KV.e;MSCGT_230_TR1.c;PRBBOG_GE_TOT_MW.v;PRBBOG_GE_TOT_MW.e;MSUHSD_13P8_UG1_DISP_GDS.v;MSUHSD_13P8_UG1_DISP_GDS.e;PRBBOG_UG3.c;;;;MSCGT_138_BA2_KV.v;MSCGT_138_BA2_KV.e;MSCGR_138_BAB.c;ACO_S_CJU_RSLBA_GDS.v;ACO_S_CJU_RSLBA_GDS.e;RTN_FLN_DIN_ANA041.v;PRSDI_230_DJ52160_S.s;RPDP.Geracao.AR.CJMORRINHOS;RPDP.Carga.CARGA ALCOA
MSAQU_138_LTMSANA_1_MW.v;MSAQU_138_LTMSANA_1_MW.e;MSCGI_138_LTMSCGJ_1.c;MSCAO_138_TR6_S_MVAR.v;MSCAO_138_TR6_S_MVAR.e;MSCGT_230_TR2.c;PRFND_GE_TOT_GDS.v;PRFND_GE_TOT_GDS.e;MSUHSD_13P8_UG1_GDS.v;MSUHSD_13P8_UG1_GDS.e;PRBBOG_UG4.c;;;;MSCGT_230_BA1_KV.v;MSCGT_230_BA1_KV.e;MSCGS_138_BA7B1.c;ACO_S_CJU_RSLBA_MVAR.v;ACO_S_CJU_RSLBA_MVAR.e;RTN_FLN_DIN_ANA042.v;PRSDI_230_DJ52166_S.s;RPDP.Geracao.AR.EURUS II;RPDP.Carga.CARGA CARAMURU
MSAQU_138_LTMSANA_2_AMP.v;MSAQU_138_LTMSANA_2_AMP.e;MSCGI_138_LTMSIMB_1.c;MSCAO_138_TR6_S_MW.v;MSCAO_138_TR6_S_MW.e;MSCGT_230_TR3.c;PRFND_GE_TOT_MVAR.v;PRFND_GE_TOT_MVAR.e;MSUHSD_13P8_UG1_KV.v;MSUHSD_13P8_UG1_KV.e;PRBBOG_UG5.c;;;;MSCGT_230_BA2_KV.v;MSCGT_230_BA2_KV.e;MSCGS_138_BA7B2.c;ACO_S_CJU_RSLBA_MW.v;ACO_S_CJU_RSLBA_MW.e;RTN_FLN_DIN_ANA043.v;PRSDI_230_DJ525_S.s;RPDP.Geracao.AR.RENASCENCA5;RPDP.Carga.CARGA CODEMIN
MSAQU_138_LTMSANA_2_KV.v;MSAQU_138_LTMSANA_2_KV.e;MSCGI_138_LTMSIMB_2.c;MSCAO_13P8_TR5_T_MVAR.v;MSCAO_13P8_TR5_T_MVAR.e;MSCOR_138_CATR1.c;PRFND_GE_TOT_MW.v;PRFND_GE_TOT_MW.e;MSUHSD_13P8_UG1_MVAR.v;MSUHSD_13P8_UG1_MVAR.e;PRBBOG_UG6.c;;;;MSCOR_138_BABP_KV.v;MSCOR_138_BABP_KV.e;MSCGT_138_BA1.c;ACO_S_CJU_RSMRO2_GDS.v;ACO_S_CJU_RSMRO2_GDS.e;RTN_FLN_DIN_ANA044.v;PRSDI_230_DJ5272_S.s;RPDP.Geracao.AT.CJMARMELEIRO 2;RPDP.Carga.CBA
MSAQU_138_LTMSANA_2_MVAR.v;MSAQU_138_LTMSANA_2_MVAR.e;MSCGL_138_LTMSCGI_1.c;MSCAO_13P8_TR5_T_MW.v;MSCAO_13P8_TR5_T_MW.e;MSCOR_138_CATR2.c;PRGBM_GE_TOT_GDS.v;PRGBM_GE_TOT_GDS.e;MSUHSD_13P8_UG1_MW.v;MSUHSD_13P8_UG1_MW.e;PRBBOG_UG7.c;;;;MSCOR2_138_BABP_KV.v;MSCOR2_138_BABP_KV.e;MSCGT_138_BA2.c;ACO_S_CJU_RSMRO2_MVAR.v;ACO_S_CJU_RSMRO2_MVAR.e;RTN_FLN_DIN_ANA045.v;PRSDI_230_DJ5278_S.s;RPDP.Geracao.B1.LDCBLAGOADAPRATA;RPDP.Carga.CE
MSAQU_138_LTMSANA_2_MW.v;MSAQU_138_LTMSANA_2_MW.e;MSCGL_138_LTMSCGM_1.c;MSCAO_13P8_TR6_T_MVAR.v;MSCAO_13P8_TR6_T_MVAR.e;MSCOR2_230_TR1.c;PRGBM_GE_TOT_MVAR.v;PRGBM_GE_TOT_MVAR.e;MSUHSD_13P8_UG2_AF_RSVGIR_MW.V;MSUHSD_13P8_UG2_AF_RSVGIR_MW.e;PRBBOG_UG8.c;;;;MSCOR2_138_BABT_KV.v;MSCOR2_138_BABT_KV.e;MSCGT_230_BA1.c;ACO_S_CJU_RSMRO2_MW.v;ACO_S_CJU_RSMRO2_MW.e;RTN_FLN_DIN_ANA046.v;PRSDI_230_DJ5284_S.s;RPDP.Geracao.BA.BARRA GRANDE;RPDP.Carga.CEA
MSAQU_138_LTMSCGI_1_AMP.v;MSAQU_138_LTMSCGI_1_AMP.e;MSCGM_138_LTMSCGI_1.c;MSCAO_13P8_TR6_T_MW.v;MSCAO_13P8_TR6_T_MW.e;MSCOR2_230_TR2.c;PRGBM_GE_TOT_MW.v;PRGBM_GE_TOT_MW.e;MSUHSD_13P8_UG2_DISP_GDS.v;MSUHSD_13P8_UG2_DISP_GDS.e;PRFND_13P8_UG1.c;;;;MSCOR2_230_BABP_KV.v;MSCOR2_230_BABP_KV.e;MSCGT_230_BA2.c;ACO_S_CJU_RSQ138_GDS.v;ACO_S_CJU_RSQ138_GDS.e;RTN_FLN_DIN_ANA047.v;PRSDI_230_DJ5290_S.s;RPDP.Geracao.BB.BEBERIBE;RPDP.Carga.CEB
MSAQU_138_LTMSCGI_1_KV.v;MSAQU_138_LTMSCGI_1_KV.e;MSCGP_138_LTMSCGS_1.c;MSCAO_230_TR5_P_AMP.v;MSCAO_230_TR5_P_AMP.e;MSCRU_138_CATR1.c;PRGJC_GE_TOT_GDS.v;PRGJC_GE_TOT_GDS.e;MSUHSD_13P8_UG2_GDS.v;MSUHSD_13P8_UG2_GDS.e;PRFND_13P8_UG2.c;;;;MSCOR2_230_BABT_KV.v;MSCOR2_230_BABT_KV.e;MSCOR_138_BABP.c;ACO_S_CJU_RSQ138_MVAR.v;ACO_S_CJU_RSQ138_MVAR.e;RTN_FLN_DIN_ANA048.v;PRSDI_230_DJ5295_S.s;RPDP.Geracao.BB.CJTRAIRI;RPDP.Carga.CEEE
MSAQU_138_LTMSCGI_1_MVAR.v;MSAQU_138_LTMSCGI_1_MVAR.e;MSCGR_138_LTMSCGB_1.c;MSCAO_230_TR5_P_KV.v;MSCAO_230_TR5_P_KV.e;MSCSU_138_CATR1.c;PRGJC_GE_TOT_MVAR.v;PRGJC_GE_TOT_MVAR.e;MSUHSD_13P8_UG2_KV.v;MSUHSD_13P8_UG2_KV.e;PRGBM_16P5_UG1.c;;;;MSCRU_138_BABP_KV.v;MSCRU_138_BABP_KV.e;MSCOR_138_BABT.c;ACO_S_CJU_RSQ138_MW.v;ACO_S_CJU_RSQ138_MW.e;RTN_FLN_DIN_ANA049.v;PRSDI_525_DJ52103_S.s;RPDP.Geracao.BB.CJUMBURANAS;RPDP.Carga.CELESC
MSAQU_138_LTMSCGI_1_MW.v;MSAQU_138_LTMSCGI_1_MW.e;MSCGR_138_LTMSCGB_2.c;MSCAO_230_TR5_P_MVAR.v;MSCAO_230_TR5_P_MVAR.e;MSDOA_138_CATR1.c;PRGJC_GE_TOT_MW.v;PRGJC_GE_TOT_MW.e;MSUHSD_13P8_UG2_MVAR.v;MSUHSD_13P8_UG2_MVAR.e;PRGBM_16P5_UG2.c;;;;MSCSU_138_BABP_KV.v;MSCSU_138_BABP_KV.e;MSCOR2_138_BABP.c;ACO_S_CJU_RSQ69_GDS.v;ACO_S_CJU_RSQ69_GDS.e;RTN_FLN_DIN_ANA050.v;PRSDI_525_DJ52106_S.s;RPDP.Geracao.BB.FLEIXEIRAS;RPDP.Carga.CELG
MSAQU_138_LTMSCGI_2_AMP.v;MSAQU_138_LTMSCGI_2_AMP.e;MSCGR_138_LTMSCGM_1.c;MSCAO_230_TR5_P_MW.v;MSCAO_230_TR5_P_MW.e;MSDOD_138_CATR1.c;PRGJR_GE_TOT_GDS.v;PRGJR_GE_TOT_GDS.e;MSUHSD_13P8_UG2_MW.v;MSUHSD_13P8_UG2_MW.e;PRGBM_16P5_UG3.c;;;;MSDOA_138_BA7B1_KV.v;MSDOA_138_BA7B1_KV.e;MSCOR2_138_BABT.c;ACO_S_CJU_RSQ69_MVAR.v;ACO_S_CJU_RSQ69_MVAR.e;RTN_FLN_DIN_ANA051.v;PRSDI_525_DJ52109_S.s;RPDP.Geracao.BB.GUAJIRU;RPDP.Carga.CELPA
MSAQU_138_LTMSCGI_2_KV.v;MSAQU_138_LTMSCGI_2_KV.e;MSCGR_138_LTMSCGM_2.c;MSCAO_230_TR5_P_TAP.v;MSCAO_230_TR5_P_TAP.e;MSDOD_138_CATR2.c;PRGJR_GE_TOT_MVAR.v;PRGJR_GE_TOT_MVAR.e;MSUSL_13P8_UG1_GDS.v;MSUSL_13P8_UG1_GDS.e;PRGBM_16P5_UG4.c;;;;MSDOD_138_BAB1_KV.v;MSDOD_138_BAB1_KV.e;MSCOR2_230_BABP.c;ACO_S_CJU_RSQ69_MW.v;ACO_S_CJU_RSQ69_MW.e;RTN_FLN_DIN_ANA052.v;PRSDI_525_DJ52114_S.s;RPDP.Geracao.BB.MUNDAU;RPDP.Carga.CELTINS
MSAQU_138_LTMSCGI_2_MVAR.v;MSAQU_138_LTMSCGI_2_MVAR.e;MSCGR_138_LTMSMIM_1.c;MSCAO_230_TR6_P_AMP.v;MSCAO_230_TR6_P_AMP.e;MSDOD_138_CATR3.c;PRGJR_GE_TOT_MW.v;PRGJR_GE_TOT_MW.e;MSUSL_13P8_UG1_KV.v;MSUSL_13P8_UG1_KV.e;PRGJC_13P8_UG1.c;;;;MSDOI_138_BA7B1_KV.v;MSDOI_138_BA7B1_KV.e;MSCOR2_230_BABT.c;ACO_S_CJU_RSSVPA_GDS.v;ACO_S_CJU_RSSVPA_GDS.e;RTN_FLN_DIN_ANA053.v;PRSDI_525_DJ52117_S.s;RPDP.Geracao.BB.PEDRA DO SAL;RPDP.Carga.CEMAR
MSAQU_138_LTMSCGI_2_MW.v;MSAQU_138_LTMSCGI_2_MW.e;MSCGR_138_LTMSMIM_2.c;MSCAO_230_TR6_P_KV.v;MSCAO_230_TR6_P_KV.e;MSDOI_138_CATR1.c;PRGNB_GE_TOT_GDS.v;PRGNB_GE_TOT_GDS.e;MSUSL_13P8_UG1_MVAR.v;MSUSL_13P8_UG1_MVAR.e;PRGJC_13P8_UG2.c;;;;MSDOM_138_BA7B1_KV.v;MSDOM_138_BA7B1_KV.e;MSCRU_138_BABP.c;ACO_S_CJU_RSSVPA_MVAR.v;ACO_S_CJU_RSSVPA_MVAR.e;RTN_FLN_DIN_ANA054.v;PRSDI_525_DJ52120_S.s;RPDP.Geracao.BB.TRAIRI;RPDP.Carga.CEMAT
MSAQU_138_LTMSCOR2_1_AMP.v;MSAQU_138_LTMSCOR2_1_AMP.e;MSCGR_138_LTMSMIM_3.c;MSCAO_230_TR6_P_MVAR.v;MSCAO_230_TR6_P_MVAR.e;MSDOM_138_CATR1.c;PRGNB_GE_TOT_MVAR.v;PRGNB_GE_TOT_MVAR.e;MSUSL_13P8_UG1_MW.v;MSUSL_13P8_UG1_MW.e;PRGJC_13P8_UG3.c;;;;MSDOS_138_BAB1_KV.v;MSDOS_138_BAB1_KV.e;MSCSU_138_BABP.c;ACO_S_CJU_RSSVPA_MW.v;ACO_S_CJU_RSSVPA_MW.e;RTN_FLN_DIN_ANA055.v;PRSDI_525_DJ52123_S.s;RPDP.Geracao.BC.ANGELINA;RPDP.Carga.CEMIG
MSAQU_138_LTMSCOR2_1_KV.v;MSAQU_138_LTMSCOR2_1_KV.e;MSCGR_138_LTMSMIM_4.c;MSCAO_230_TR6_P_MW.v;MSCAO_230_TR6_P_MW.e;MSDOM_138_CATR2.c;PRGNB_GE_TOT_MW.v;PRGNB_GE_TOT_MW.e;MSUSL_13P8_UG2_GDS.v;MSUSL_13P8_UG2_GDS.e;PRGJC_6P9_UG4.c;;;;MSDOS_138_BAB2_KV.v;MSDOS_138_BAB2_KV.e;MSCSU_138_BABT.c;ACO_S_CJU_RSVIA3_GDS.v;ACO_S_CJU_RSVIA3_GDS.e;RTN_FLN_DIN_ANA056.v;PRSDI_525_DJ52128_S.s;RPDP.Geracao.BC.C.LAJ.GRANDE;RPDP.Carga.CERAN
MSAQU_138_LTMSCOR2_1_MVAR.v;MSAQU_138_LTMSCOR2_1_MVAR.e;MSCGR_138_LTMSSGO_1.c;MSCAO_230_TR6_P_TAP.v;MSCAO_230_TR6_P_TAP.e;MSDOU_230_TR1.c;PRGPSU_GE_TOT_GDS.v;PRGPSU_GE_TOT_GDS.e;MSUSL_13P8_UG2_KV.v;MSUSL_13P8_UG2_KV.e;PRGJC_6P9_UG5.c;;;;MSDOU_13P8_BACA01_KV.v;MSDOU_13P8_BACA01_KV.e;MSDOA_138_BA7B1.c;ACO_S_CJU_RSVIA3_MVAR.v;ACO_S_CJU_RSVIA3_MVAR.e;RTN_FLN_DIN_ANA057.v;PRSDI_525_DJ52131_S.s;RPDP.Geracao.BC.CACADOR;RPDP.Carga.CERON
MSAQU_138_LTMSCOR2_1_MW.v;MSAQU_138_LTMSCOR2_1_MW.e;MSCGR_138_LTMSSIA_1.c;MSCAS_138_CATR1_MVAR.v;MSCAS_138_CATR1_MVAR.e;MSDOU_230_TR2.c;PRGPSU_GE_TOT_MVAR.v;PRGPSU_GE_TOT_MVAR.e;MSUSL_13P8_UG2_MVAR.v;MSUSL_13P8_UG2_MVAR.e;PRGJR_16P0_UG1.c;;;;MSDOU_13P8_BACA02_KV.v;MSDOU_13P8_BACA02_KV.e;MSDOD_138_BAB1.c;ACO_S_CJU_RSVIA3_MW.v;ACO_S_CJU_RSVIA3_MW.e;RTN_FLN_DIN_ANA058.v;PRSDI_525_DJ52134_S.s;RPDP.Geracao.BC.COTIPORA;RPDP.Carga.CERRADINHO
MSAQU_138_LTMSMIR_1_AMP.v;MSAQU_138_LTMSMIR_1_AMP.e;MSCGS_138_LTMSCGA_1.c;MSCAS_138_CATR1_MW.v;MSCAS_138_CATR1_MW.e;MSDOU_230_TR3.c;PRGPSU_GE_TOT_MW.v;PRGPSU_GE_TOT_MW.e;MSUSL_13P8_UG2_MW.v;MSUSL_13P8_UG2_MW.e;PRGJR_16P0_UG2.c;;;;MSDOU_13P8_BACA03_KV.v;MSDOU_13P8_BACA03_KV.e;MSDOD_138_BAB2.c;ACO_S_CJU_SCCEAD_GDS.v;ACO_S_CJU_SCCEAD_GDS.e;RTN_FLN_DIN_ANA059.v;PRSDI_525_DJ52137_S.s;RPDP.Geracao.BC.L EMILIA;RPDP.Carga.CESP
MSAQU_138_LTMSMIR_1_KV.v;MSAQU_138_LTMSMIR_1_KV.e;MSCGS_138_LTMSCGM_1.c;MSCGA_138_CATR1_MVAR.v;MSCGA_138_CATR1_MVAR.e;MSDOU_230_TR4.c;PRIT60_GE_TOT_GDS.v;PRIT60_GE_TOT_GDS.e;MSUSL_13P8_UG3_GDS.v;MSUSL_13P8_UG3_GDS.e;PRGJR_16P0_UG3.c;;;;MSDOU_13P8_BACA04_KV.v;MSDOU_13P8_BACA04_KV.e;MSDOI_138_BA7B1.c;ACO_S_CJU_SCCEAD_MVAR.v;ACO_S_CJU_SCCEAD_MVAR.e;RTN_FLN_DIN_ANA060.v;PRSDI_525_DJ52143_S.s;RPDP.Geracao.BC.PCHIDROMS;RPDP.Carga.CFLCL Distribuidora
MSAQU_138_LTMSMIR_1_MVAR.v;MSAQU_138_LTMSMIR_1_MVAR.e;MSCGS_138_LTMSCGR_1.c;MSCGA_138_CATR1_MW.v;MSCGA_138_CATR1_MW.e;MSDOU2_230_TR1.c;PRIT60_GE_TOT_MVAR.v;PRIT60_GE_TOT_MVAR.e;MSUSL_13P8_UG3_KV.v;MSUSL_13P8_UG3_KV.e;PRGJR_16P0_UG4.c;;;;MSDOU_230_BAP_HZ.v;MSDOU_230_BAP_HZ.e;MSDOI_138_BA7B2.c;ACO_S_CJU_SCCEAD_MW.v;ACO_S_CJU_SCCEAD_MW.e;RTN_FLN_DIN_ANA061.v;PRSDI_525_DJ52146_S.s;RPDP.Geracao.BC.PCHIDROPR;RPDP.Carga.CGTEE
MSAQU_138_LTMSMIR_1_MW.v;MSAQU_138_LTMSMIR_1_MW.e;MSCGT_138_LTMSCGR_1.c;MSCGA_138_CATR2_MVAR.v;MSCGA_138_CATR2_MVAR.e;MSDOU2_230_TR2.c;PRIT60_GE_TOT_MW.v;PRIT60_GE_TOT_MW.e;MSUSL_13P8_UG3_MVAR.v;MSUSL_13P8_UG3_MVAR.e;PRGNB_13P8_UG1.c;;;;MSDOU_230_BAP_KV.v;MSDOU_230_BAP_KV.e;MSDOM_138_BA7B1.c;ACO_S_CJU_SCCEAD_NUM.v;ACO_S_CJU_SCCEAD_NUM.e;RTN_FLN_DIN_ANA062.v;PRSDI_525_DJ52149_S.s;RPDP.Geracao.BC.PCHIDROSC;RPDP.Carga.CHAPECO
MSATA_138_LTMSPAR_1_MVAR.v;MSATA_138_LTMSPAR_1_MVAR.e;MSCGT_138_LTMSCGR_2.c;MSCGA_138_CATR2_MW.v;MSCGA_138_CATR2_MW.e;MSELDO_138_CATR1.c;PRSCL_GE_TOT_GDS.v;PRSCL_GE_TOT_GDS.e;MSUSL_13P8_UG3_MW.v;MSUSL_13P8_UG3_MW.e;PRGNB_13P8_UG2.c;;;;MSDOU_230_BAPT_HZ.v;MSDOU_230_BAPT_HZ.e;MSDOS_138_BAB1.c;ACO_S_CJU_SCCEBJ_GDS.v;ACO_S_CJU_SCCEBJ_GDS.e;RTN_FLN_DIN_ANA063.v;PRSGD_525_DJ5205_S.s;RPDP.Geracao.BC.VISTAALEGRE;RPDP.Carga.CHESF
MSATA_138_LTMSPAR_1_MW.v;MSATA_138_LTMSPAR_1_MW.e;MSCGT_138_LTMSSGO_1.c;MSCGB_138_CATR1_MVAR.v;MSCGB_138_CATR1_MVAR.e;MSELDO_138_CATR2.c;PRSCL_GE_TOT_MVAR.v;PRSCL_GE_TOT_MVAR.e;MSUTLG_13P8_UG1A_GDS.v;MSUTLG_13P8_UG1A_GDS.e;PRGNB_13P8_UG3.c;;;;MSDOU_230_BAPT_KV.v;MSDOU_230_BAPT_KV.e;MSDOS_138_BAB2.c;ACO_S_CJU_SCCEBJ_MVAR.v;ACO_S_CJU_SCCEBJ_MVAR.e;RTN_FLN_DIN_ANA064.v;PRSGD_525_DJ5208_S.s;RPDP.Geracao.BE.BBRAUNA;RPDP.Carga.CIEN
MSATA_138_LTMSSEL_1_MVAR.v;MSATA_138_LTMSSEL_1_MVAR.e;MSCGT_230_LTMSCAO_1.c;MSCGB_138_CATR1_MW.v;MSCGB_138_CATR1_MW.e;MSELDR_138_TR1.c;PRSCL_GE_TOT_MW.v;PRSCL_GE_TOT_MW.e;MSUTLG_13P8_UG1A_KV.v;MSUTLG_13P8_UG1A_KV.e;PRGNB_13P8_UG4.c;;;;MSDOU2_138_BAB1_KV.v;MSDOU2_138_BAB1_KV.e;MSDOU_138_BAFI1.c;ACO_S_CJU_SCCEBJ_MW.v;ACO_S_CJU_SCCEBJ_MW.e;RTN_FLN_DIN_ANA065.v;PRSGD_525_DJ5219_S.s;RPDP.Geracao.BE.BREITENER;RPDP.Carga.CMPC
MSATA_138_LTMSSEL_1_MW.v;MSATA_138_LTMSSEL_1_MW.e;MSCGT_230_LTMSIMB_1.c;MSCGB_138_CATR2_MVAR.v;MSCGB_138_CATR2_MVAR.e;MSEMP0_138_CATR1.c;PRUFRA_GE_TOT_GDS.v;PRUFRA_GE_TOT_GDS.e;MSUTLG_13P8_UG1A_MVA.v;MSUTLG_13P8_UG1A_MVA.e;PRGPSU_13P8_UG1.c;;;;MSDOU2_138_BAB2_KV.v;MSDOU2_138_BAB2_KV.e;MSDOU_138_BAFI2.c;ACO_S_GE_EOLICA_CCH_MW_1.v;ACO_S_GE_EOLICA_CCH_MW_1.e;RTN_FLN_DIN_ANA066.v;PRSGD_525_DJ5222_S.s;RPDP.Geracao.BE.IBOTELHO1;RPDP.Carga.COCAL
MSCAM_138_LTMSPAH_1_MVAR.v;MSCAM_138_LTMSPAH_1_MVAR.e;MSCGT_230_LTMSIMB_2.c;MSCGB_138_CATR2_MW.v;MSCGB_138_CATR2_MW.e;MSIMB_230_TR1.c;PRUFRA_GE_TOT_MVAR.v;PRUFRA_GE_TOT_MVAR.e;MSUTLG_13P8_UG1A_MVAR.v;MSUTLG_13P8_UG1A_MVAR.e;PRGPSU_13P8_UG2.c;;;;MSDOU2_230_BAB1_KV.v;MSDOU2_230_BAB1_KV.e;MSDOU_13P8_BACA01.c;ACO_S_GE_EOLICA_GDS.v;ACO_S_GE_EOLICA_GDS.e;RTN_FLN_DIN_ANA067.v;PRSGD_525_DJ5225_S.s;RPDP.Geracao.BE.IBOTELHO2;RPDP.Carga.COLORADO
